,0
0,0.21502557396888733
1,0.3670603036880493
2,0.10632801055908203
3,0.17159603536128998
4,0.24524475634098053
5,0.15876971185207367
6,0.2713955044746399
7,0.28277695178985596
8,0.1361403614282608
9,0.17457067966461182
10,0.18260899186134338
11,0.198019340634346
12,0.22591345012187958
13,0.1541835367679596
14,0.23755204677581787
15,0.18186399340629578
16,0.1499018371105194
17,0.18564049899578094
18,0.1342398226261139
19,0.15675762295722961
20,0.1704193353652954
21,0.15014700591564178
22,0.11777929961681366
23,0.2243928462266922
24,0.23088383674621582
25,0.1968267261981964
26,0.24512280523777008
27,0.23080499470233917
28,0.2581692934036255
29,0.19633963704109192
30,0.19830884039402008
31,0.0936792641878128
32,0.18351209163665771
33,0.17388546466827393
34,0.2070266455411911
35,0.19067761301994324
36,0.28856921195983887
37,0.18062366545200348
38,0.22819417715072632
39,0.28202229738235474
40,0.1259981393814087
41,0.11739079654216766
42,0.15852206945419312
43,0.1956944763660431
44,0.239492267370224
45,0.29564422369003296
46,0.1974533051252365
47,0.284116268157959
48,0.26878100633621216
49,0.19708114862442017
50,0.1424947828054428
51,0.1784982681274414
52,0.2421598583459854
53,0.20263513922691345
54,0.16675153374671936
55,0.2174605280160904
56,0.23486779630184174
57,0.1336202323436737
58,0.21562357246875763
59,0.2274048924446106
60,0.1572728306055069
61,0.11608536541461945
62,0.16269788146018982
63,0.14152376353740692
64,0.2821941375732422
65,0.23836928606033325
66,0.20381012558937073
67,0.19536329805850983
68,0.24946343898773193
69,0.19222775101661682
70,0.15556344389915466
71,0.3371899724006653
72,0.17049911618232727
73,0.2953159213066101
74,0.28600528836250305
75,0.19164741039276123
76,0.16997553408145905
77,0.1561945527791977
78,0.19506129622459412
79,0.3011202812194824
80,0.24881403148174286
81,0.21017514169216156
82,0.25255778431892395
83,0.19924455881118774
84,0.24192515015602112
85,0.29670095443725586
86,0.1777728796005249
87,0.16889849305152893
88,0.13160014152526855
89,0.1728721708059311
90,0.19662576913833618
91,0.19274219870567322
92,0.15971888601779938
93,0.313529372215271
94,0.17914143204689026
95,0.20852339267730713
96,0.22115355730056763
97,0.20541824400424957
98,0.14171668887138367
99,0.2147141993045807
100,0.18281662464141846
101,0.15501748025417328
102,0.20081713795661926
103,0.15604650974273682
104,0.14442479610443115
105,0.13090145587921143
106,0.19063085317611694
107,0.21674701571464539
108,0.19380737841129303
109,0.21100252866744995
110,0.03967719525098801
111,0.011650868691504002
112,0.3668891191482544
113,0.6460369229316711
114,0.3364766836166382
115,0.20579345524311066
116,0.32872313261032104
117,0.29168733954429626
118,0.26281851530075073
119,0.272519588470459
120,0.2390003800392151
121,0.18791918456554413
122,0.2810693085193634
123,0.2600337862968445
124,0.2992638349533081
125,0.21654199063777924
126,0.2634105980396271
127,0.3439718186855316
128,0.20512156188488007
129,0.2851022481918335
130,0.27654460072517395
131,0.21115286648273468
132,0.35086992383003235
133,0.13320940732955933
134,0.21651218831539154
135,0.2492808699607849
136,0.25793641805648804
137,0.2952384352684021
138,0.24498414993286133
139,0.287419855594635
140,0.3287743628025055
141,0.21334245800971985
142,0.14628759026527405
143,0.18879511952400208
144,0.3490094542503357
145,0.2503416836261749
146,0.2332414984703064
147,0.2817234992980957
148,0.2461538463830948
149,0.29369068145751953
150,0.2925805449485779
151,0.21801620721817017
152,0.21353793144226074
153,0.24150843918323517
154,0.1920095682144165
155,0.15850281715393066
156,0.3470337390899658
157,0.2776169180870056
158,0.24527697265148163
159,0.2530785799026489
160,0.2614145278930664
161,0.15396076440811157
162,0.09401774406433105
163,0.2184869945049286
164,0.3958539068698883
165,0.21320867538452148
166,0.12969329953193665
167,0.2071075141429901
168,0.27113327383995056
169,0.2804012894630432
170,0.24690158665180206
171,0.3217194378376007
172,0.26594966650009155
173,0.21658670902252197
174,0.13305597007274628
175,0.12234020233154297
176,0.20770755410194397
177,0.25352761149406433
178,0.10834531486034393
179,0.24905091524124146
180,0.15992648899555206
181,0.2923815846443176
182,0.1747717410326004
183,0.21107149124145508
184,0.2594068646430969
185,0.22176575660705566
186,0.15068653225898743
187,0.14704880118370056
188,0.25082460045814514
189,0.2339228391647339
190,0.32934969663619995
191,0.22564032673835754
192,0.20042607188224792
193,0.1887485235929489
194,0.17865198850631714
195,0.29415661096572876
196,0.2796880006790161
197,0.07633548974990845
198,0.07510487735271454
199,0.24945831298828125
200,0.14784500002861023
201,0.3195880949497223
202,0.307864785194397
203,0.23672015964984894
204,0.2532210946083069
205,0.20499034225940704
206,0.05779235437512398
207,0.31982651352882385
208,0.2186187207698822
209,0.16748890280723572
210,0.3172054588794708
211,0.20959225296974182
212,0.21303413808345795
213,0.11783133447170258
214,0.19085262715816498
215,0.254082590341568
216,0.2824176847934723
217,0.22256048023700714
218,0.2231115698814392
219,0.24479350447654724
220,0.158182755112648
221,0.14522656798362732
222,0.06943736970424652
223,0.048010215163230896
224,0.1615939736366272
225,0.40495729446411133
226,0.3148679733276367
227,0.1351829618215561
228,0.2872392237186432
229,0.25546592473983765
230,0.11716548353433609
231,0.10837820172309875
232,0.12988422811031342
233,0.08527587354183197
234,0.041962090879678726
