,0
0,0.07790954411029816
1,0.048822611570358276
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.01699313521385193
18,0.0
19,0.0
20,0.0005446459981612861
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0009527007350698113
54,0.0
55,0.0
56,0.2343396544456482
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.2863682210445404
113,0.021241305395960808
114,0.0
115,0.0
116,0.02536046877503395
117,0.0
118,0.014301410876214504
119,0.0
120,0.0030314549803733826
121,0.07373917102813721
122,0.0722941979765892
123,0.07041396200656891
124,0.09538917988538742
125,0.0801854059100151
126,0.0895853042602539
127,0.05327151343226433
128,0.018337171524763107
129,0.04170214757323265
130,0.0
131,0.017759092152118683
132,0.01076053362339735
133,0.0
134,0.021738674491643906
135,0.0
136,0.02552379108965397
137,0.009188639931380749
138,0.03435801342129707
139,0.0335056446492672
140,0.0009822549764066935
141,0.011859743855893612
142,0.0540926456451416
143,0.2822800278663635
144,0.053895462304353714
145,0.06045331060886383
146,0.0
147,0.015955474227666855
148,0.070040762424469
149,0.07186758518218994
150,0.05301927775144577
151,0.04158507660031319
152,0.06779732555150986
153,0.060772109776735306
154,0.11844716966152191
155,0.0597246028482914
156,0.043901097029447556
157,0.10786408185958862
158,0.10175705701112747
159,0.038752153515815735
160,0.04169150069355965
161,0.13438887894153595
162,0.1448957920074463
163,0.11179866641759872
164,0.07761432230472565
165,0.06622912734746933
166,0.3164103031158447
167,0.09861403703689575
168,0.48005813360214233
169,0.058079902082681656
170,0.0
171,0.001123983645811677
